Rank,Competitor,DOB,Nat,Score,EventList,athletes_url
447,Jessa HANSON,,USA,1116,Marathon [25 km Road],https://www.worldathletics.org/athletes/united-states/jessa-hanson-014828273
448,Magaly GARCIA,07 AUG 1989,VEN,1116,Marathon,https://www.worldathletics.org/athletes/venezuela/magaly-garcia-14526571
449,Yadne ALEMAYEHU,01 DEC 1999,ETH,1115,Marathon,https://www.worldathletics.org/athletes/ethiopia/yadne-alemayehu-15009738
450,Esther JACOBITZ,04 SEP 1997,GER,1115,Marathon [Half Marathon],https://www.worldathletics.org/athletes/germany/esther-jacobitz-014545770
451,Tabea THEMANN,22 MAR 1992,GER,1115,Marathon,https://www.worldathletics.org/athletes/germany/tabea-themann-014402761
452,Kanako TAKEMOTO,12 JUN 1996,JPN,1114,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kanako-takemoto-014574801
453,Viktoriia KALIUZHNA,11 JUL 1994,UKR,1114,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ukraine/viktoriia-kaliuzhna-14421044
454,Zinashwork YENEW,11 SEP 1993,ETH,1114,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/zinashwork-yenew-14832032
455,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,1113,Marathon,https://www.worldathletics.org/athletes/mongolia/munkhzaya-bayartsogt-14632541
456,Yuri MITSUNE,30 MAR 1998,JPN,1113,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yuri-mitsune-014780841
457,Tara PALM,28 JUL 1985,AUS,1112,Marathon,https://www.worldathletics.org/athletes/australia/tara-palm-014271519
458,Fatiha BENCHATKI,06 DEC 1982,MAR,1111,Marathon [Half Marathon],https://www.worldathletics.org/athletes/morocco/fatiha-benchatki-014290603
459,Erika KEMP,26 JAN 1995,USA,1111,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/erika-kemp-014647694
460,Immaculate CHEMUTAI,02 DEC 1987,UGA,1111,Marathon,https://www.worldathletics.org/athletes/uganda/immaculate-chemutai-14360508
461,Katherine TISALEMA PURUNCAJA,28 JUL 1996,ECU,1111,Marathon,https://www.worldathletics.org/athletes/ecuador/katherine-tisalema-puruncaja-14544617
462,Kana KOBAYASHI,04 APR 2001,JPN,1110,Marathon,https://www.worldathletics.org/athletes/japan/kana-kobayashi-15044337
463,Karen EHRENREICH,24 SEP 1984,DEN,1110,Marathon,https://www.worldathletics.org/athletes/denmark/karen-ehrenreich-14811902
464,Elena HAYDAY,,USA,1110,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/elena-hayday-014726754
465,Emilie JACQUOT-CLAUDE,27 MAR 1985,FRA,1110,Marathon,https://www.worldathletics.org/athletes/france/emilie-jacquot-claude-014257037
466,Xinyan ZHANG,09 FEB 1994,CHN,1110,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xinyan-zhang-014488655
467,Sasha GOLLISH,27 DEC 1981,CAN,1109,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/sasha-gollish-14267941
468,Anne-Marie COMEAU,01 JUN 1996,CAN,1109,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/anne-marie-comeau-014440247
469,Miku HIRASHIMA,08 MAY 2000,JPN,1108,Marathon,https://www.worldathletics.org/athletes/japan/miku-hirashima-014919441
470,Roberta GRONER,04 JAN 1978,USA,1108,Marathon,https://www.worldathletics.org/athletes/united-states/roberta-groner-014524006
471,Amy DAVIS-GREEN,15 FEB 1997,USA,1108,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/amy-davis-green-14720037
472,Min WANG,22 JAN 1997,CHN,1108,Marathon,https://www.worldathletics.org/athletes/pr-of-china/min-wang-014702489
473,Tamir AGERE,11 SEP 2000,ETH,1107,Marathon,https://www.worldathletics.org/athletes/ethiopia/tamir-agere-15108799
474,Ikumi FUKURA,11 AUG 1997,JPN,1107,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ikumi-fukura-014719689
475,Gulshanoi SATAROVA,01 SEP 1992,KGZ,1106,Marathon,https://www.worldathletics.org/athletes/kirghizistan/gulshanoi-satarova-14522922
476,Meseret Hailu DEBELE,12 SEP 1990,ETH,1106,Marathon,https://www.worldathletics.org/athletes/ethiopia/meseret-hailu-debele-014379753
477,Jung yoon CHOI,13 JUN 1993,KOR,1105,Marathon,https://www.worldathletics.org/athletes/korea/jung-yoon-choi-14548334
478,Hua YANG,08 JAN 1994,CHN,1105,Marathon,https://www.worldathletics.org/athletes/pr-of-china/hua-yang-014502085
479,Jessie CARDIN,14 APR 1996,USA,1105,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/jessie-cardin-14649486
480,Breanna SIERACKI,05 AUG 1995,USA,1105,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/breanna-sieracki-014534360
481,Sydney DEVORE,,USA,1105,Marathon,https://www.worldathletics.org/athletes/united-states/sydney-devore-014813925
482,Hanane QALLOUJ,01 FEB 1992,MAR,1105,Marathon,https://www.worldathletics.org/athletes/morocco/hanane-qallouj-14374485
483,Failuna MATANGA,28 OCT 1992,TAN,1104,Marathon [Half Marathon],https://www.worldathletics.org/athletes/tanzania/failuna-matanga-14543640
484,Natascha MOMMERS,1984,GER,1104,Marathon,https://www.worldathletics.org/athletes/germany/natascha-mommers-15003503
485,Federica SUGAMIELE,27 APR 1996,ITA,1104,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/federica-sugamiele-014546363
486,Carrie VERDON,08 MAR 1994,USA,1104,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/carrie-verdon-014485673
487,Ayano IKEMITSU,18 APR 1991,JPN,1104,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ayano-ikemitsu-014527912
488,Adanech ANBESA,23 JAN 1998,ETH,1104,Marathon,https://www.worldathletics.org/athletes/ethiopia/adanech-anbesa-014714491
489,Eunice JEPTOO,24 JUN 1983,KEN,1103,Marathon,https://www.worldathletics.org/athletes/kenya/eunice-jeptoo-014289038
490,Beatrice JEPKEMEI,05 APR 1998,KEN,1103,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/beatrice-jepkemei-014748381
491,Kristina HENDEL,13 MAY 1996,GER,1103,Marathon,https://www.worldathletics.org/athletes/germany/kristina-hendel-14458412
492,Ye-jin LIM,14 DEC 1995,KOR,1103,Marathon,https://www.worldathletics.org/athletes/korea/ye-jin-lim-014478716
493,Jhoselyn CAMARGO ALIAGA,21 JUL 1996,BOL,1103,Marathon,https://www.worldathletics.org/athletes/bolivia/jhoselyn-camargo-aliaga-014750165
494,Bontu BEKELE,11 SEP 1989,ETH,1102,Marathon,https://www.worldathletics.org/athletes/ethiopia/bontu-bekele-14771298
495,Hikaru KITAGAWA,24 NOV 2001,JPN,1102,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hikaru-kitagawa-014855581
496,Dina ALEKSANDROVA,09 AUG 1992,RUS,1102,Marathon,https://www.worldathletics.org/athletes/russia/dina-aleksandrova-14408822
497,Salomé ROCHA,25 APR 1990,POR,1101,Marathon [Half Marathon],https://www.worldathletics.org/athletes/portugal/salome-rocha-14295060
498,Adela HONORATO,2004,MEX,1101,Marathon,https://www.worldathletics.org/athletes/mexico/adela-honorato-15021643
499,Courtney MCGUIRE,09 OCT 1999,IRL,1100,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ireland/courtney-mcguire-15006151
500,Betty JEPLETING,28 JUL 1988,KEN,1099,Marathon,https://www.worldathletics.org/athletes/kenya/betty-jepleting-014544422
501,Nana SATO,24 SEP 1989,JPN,1099,Marathon,https://www.worldathletics.org/athletes/japan/nana-sato-014545076
502,Marie-Ange BRUMELOT,14 JAN 1993,FRA,1099,Marathon,https://www.worldathletics.org/athletes/france/marie-ange-brumelot-014762297
503,Shujia DENG,09 JUN 2002,CHN,1098,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/shujia-deng-014885767
504,Ayano IKEUCHI,29 OCT 1994,JPN,1098,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ayano-ikeuchi-014441906
505,Ryo KOIDO,16 SEP 1997,JPN,1098,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ryo-koido-14719662
506,Ümmü KIRAZ,27 SEP 1982,TUR,1098,Marathon [Half Marathon],https://www.worldathletics.org/athletes/turkey/ummu-kiraz-14303292
506,Xinyun YANG,14 JUL 2001,CHN,1098,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xinyun-yang-014892667
508,Marybeth CHELANGA,05 SEP 1989,USA,1098,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/marybeth-chelanga-014919292
509,Natosha ROGERS,07 MAY 1991,USA,1097,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/natosha-rogers-14413831
510,Amber ZIMMERMAN,15 SEP 1992,USA,1097,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/amber-zimmerman-014324962
511,Mokulubete Blandina MAKATISI,01 SEP 1995,LES,1096,Marathon [Half Marathon],https://www.worldathletics.org/athletes/lesotho/mokulubete-blandina-makatisi-14486125
512,Tinbit GIDEY,17 SEP 1989,ETH,1096,Marathon,https://www.worldathletics.org/athletes/ethiopia/tinbit-gidey-014524708
513,Naomi Jepkosgei MAIYO,05 APR 1989,KEN,1095,Marathon,https://www.worldathletics.org/athletes/kenya/naomi-jepkosgei-maiyo-014383999
514,Militsa MIRCHEVA,24 MAY 1994,BUL,1095,Marathon [Half Marathon],https://www.worldathletics.org/athletes/bulgaria/militsa-mircheva-14468897
515,Hawi MEGERSA,19 NOV 2000,ETH,1095,Marathon,https://www.worldathletics.org/athletes/ethiopia/hawi-megersa-014736413
516,Élissa LEGAULT,20 JUN 1994,CAN,1095,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/elissa-legault-14908997
517,Sarah KLEIN,19 APR 1985,AUS,1095,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/sarah-klein-14384751
518,Dan LI,01 MAY 1995,CHN,1094,Marathon,https://www.worldathletics.org/athletes/pr-of-china/dan-li-014607905
519,Ana Mafalda FERREIRA,22 APR 1988,POR,1094,Marathon [Half Marathon],https://www.worldathletics.org/athletes/portugal/ana-mafalda-ferreira-14294888
520,Jennifer BERGMAN,01 NOV 1991,USA,1094,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/jennifer-bergman-014402527
521,Beatrice CHEROP,1986,KEN,1094,Marathon,https://www.worldathletics.org/athletes/kenya/beatrice-cherop-014548757
522,Emily KEARNEY,10 NOV 1995,GBR,1094,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/emily-kearney-14524965
523,Jacelyn GRUPPEN,03 NOV 1989,NED,1094,Marathon [Half Marathon],https://www.worldathletics.org/athletes/netherlands/jacelyn-gruppen-014482757
524,Jessica WATYCHOWICZ,27 FEB 1991,USA,1094,Marathon,https://www.worldathletics.org/athletes/united-states/jessica-watychowicz-14458556
524,Flomena CHEPKIACH,2001,KEN,1094,Marathon,https://www.worldathletics.org/athletes/kenya/flomena-chepkiach-15023287
526,Anna MATSUDA,18 APR 1994,JPN,1094,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/anna-matsuda-014616445
527,Almaz NEGEDE,19 FEB 1987,ETH,1093,Marathon,https://www.worldathletics.org/athletes/ethiopia/almaz-negede-014547011
528,Beverly RAMOS,24 AUG 1987,PUR,1093,Marathon [Half Marathon],https://www.worldathletics.org/athletes/puerto-rico/beverly-ramos-14295338
529,Rutendo Joan NYAHORA,11 NOV 1989,ZIM,1093,Marathon,https://www.worldathletics.org/athletes/zimbabwe/rutendo-joan-nyahora-014325369
530,Maya WEIGEL,,USA,1093,Marathon,https://www.worldathletics.org/athletes/united-states/maya-weigel-014636091
531,Giselle ÁLVAREZ,30 MAR 1992,CHI,1093,Marathon,https://www.worldathletics.org/athletes/chile/giselle-alvarez-014377482
532,Nicolasa CONDORI,06 DEC 1988,PER,1093,Marathon,https://www.worldathletics.org/athletes/peru/nicolasa-condori-14382663
533,Sylvia Mboga MEDUGU,14 FEB 1990,KEN,1093,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/sylvia-mboga-medugu-014603863
534,Neely SPENCE GRACEY,16 APR 1990,USA,1092,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/neely-spence-gracey-014321795
535,Sarah REITER,07 NOV 1993,USA,1092,Marathon,https://www.worldathletics.org/athletes/united-states/sarah-reiter-14492756
536,Lilia FISIKOVICI,29 MAR 1989,MDA,1092,Marathon,https://www.worldathletics.org/athletes/moldova/lilia-fisikovici-014941192
537,Caroline POMERLEAU,1995,CAN,1091,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/caroline-pomerleau-014541174
538,Maria Sagnes WÅGAN,22 MAY 1992,NOR,1091,Marathon [Half Marathon],https://www.worldathletics.org/athletes/norway/maria-sagnes-wagan-014630173
539,Kotona OTA,25 SEP 1995,JPN,1091,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kotona-ota-014527923
540,Leonie BALTER,26 MAY 1991,NED,1090,Marathon [Half Marathon],https://www.worldathletics.org/athletes/netherlands/leonie-balter-014479036
541,Martha AKENO,15 DEC 1993,KEN,1090,Marathon,https://www.worldathletics.org/athletes/kenya/martha-akeno-014646697
542,Anja FINK,12 APR 1997,SLO,1090,Marathon [Half Marathon],https://www.worldathletics.org/athletes/slovenia/anja-fink-014962076
543,Izabela PASZKIEWICZ,09 JAN 1988,POL,1089,Marathon [Half Marathon],https://www.worldathletics.org/athletes/poland/izabela-paszkiewicz-014294572
544,Cuomu CIREN,27 AUG 1997,CHN,1089,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/cuomu-ciren-014663881
545,Brenda KIPRONO,,KEN,1089,Marathon,https://www.worldathletics.org/athletes/kenya/brenda-kiprono-15002811
546,Chunxia LI,08 APR 1996,CHN,1089,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/chunxia-li-014702496
547,Annmarie TUXBURY,16 APR 1994,USA,1089,Marathon,https://www.worldathletics.org/athletes/united-states/annmarie-tuxbury-014411351
548,Katie KELLNER,04 AUG 1991,USA,1089,Marathon,https://www.worldathletics.org/athletes/united-states/katie-kellner-014401529
549,Bridget LYONS,05 FEB 1988,USA,1089,Marathon,https://www.worldathletics.org/athletes/united-states/bridget-lyons-14315750
550,Tessa MCCORMICK,25 JUN 1995,GBR,1089,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/tessa-mccormick-014470185
551,Nina CHYDENIUS,28 JAN 1990,FIN,1089,Marathon,https://www.worldathletics.org/athletes/finland/nina-chydenius-14409624
552,Brittney FEIVOR,17 OCT 1994,USA,1089,Marathon,https://www.worldathletics.org/athletes/united-states/brittney-feivor-14626705
553,Barbora MACUROVÁ,05 AUG 1999,CZE,1088,Marathon [Half Marathon],https://www.worldathletics.org/athletes/czech-republic/barbora-macurova-14977282
554,Jinting SONG,20 MAR 1995,CHN,1088,Marathon,https://www.worldathletics.org/athletes/pr-of-china/jinting-song-014692736
555,Ewa JAGIELSKA,25 OCT 1982,POL,1088,Marathon,https://www.worldathletics.org/athletes/poland/ewa-jagielska-014721782
556,Diane NUKURI,01 DEC 1984,USA,1088,Marathon,https://www.worldathletics.org/athletes/united-states/diane-nukuri-014270524
557,Tori PARKINSON,,USA,1087,Marathon,https://www.worldathletics.org/athletes/united-states/tori-parkinson-014612561
558,Chiara Milena MAINETTI,08 JUN 1988,ARG,1087,Marathon [Half Marathon],https://www.worldathletics.org/athletes/argentina/chiara-milena-mainetti-014787521
559,Rocio CANTARA,04 JAN 1987,PER,1087,Marathon [Half Marathon],https://www.worldathletics.org/athletes/peru/rocio-cantara-014293267
560,Aoife COOKE,13 SEP 1986,IRL,1086,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ireland/aoife-cooke-014690566
561,Bregje SMITS,1994,NED,1086,Marathon,https://www.worldathletics.org/athletes/netherlands/bregje-smits-15001046
562,Thalia VALDIVIA,27 APR 1996,PER,1085,Marathon [Half Marathon],https://www.worldathletics.org/athletes/peru/thalia-valdivia-014841117
563,Alina ARMAS,10 DEC 1983,NAM,1084,Marathon,https://www.worldathletics.org/athletes/namibia/alina-armas-14572721
564,Yui OKADA,15 MAR 1994,JPN,1084,Marathon,https://www.worldathletics.org/athletes/japan/yui-okada-014388955
565,Fei HUANG,20 JUL 1986,CHN,1084,Marathon,https://www.worldathletics.org/athletes/pr-of-china/fei-huang-14865815
566,Catherine BERTONE,06 MAY 1972,ITA,1084,Marathon,https://www.worldathletics.org/athletes/italy/catherine-bertone-014283782
567,Abigael JEPKEMBOI,,KEN,1083,Marathon,https://www.worldathletics.org/athletes/kenya/abigael-jepkemboi-15033341
568,Misato HORIE,10 MAR 1987,JPN,1083,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/misato-horie-014286422
569,Etsegenet BELETE,12 NOV 1997,ETH,1083,Marathon,https://www.worldathletics.org/athletes/ethiopia/etsegenet-belete-14922597
570,Saya NISHITANI,29 MAR 2001,JPN,1083,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/saya-nishitani-014855606
571,Alena TATARINOVA,12 NOV 1990,RUS,1083,Marathon,https://www.worldathletics.org/athletes/russia/alena-tatarinova-14299656
572,Rebecca LONEDO,05 DEC 1996,ITA,1081,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/rebecca-lonedo-014533436
573,Thea HEIM,26 JUL 1992,GER,1081,Marathon [Half Marathon],https://www.worldathletics.org/athletes/germany/thea-heim-014427921
574,Su-min LEE,13 DEC 1992,KOR,1081,Marathon,https://www.worldathletics.org/athletes/korea/su-min-lee-14383741
575,Grace MOORE,16 OCT 1998,USA,1081,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/grace-moore-14668999
576,Miao YAO,26 NOV 1996,CHN,1081,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/miao-yao-014801514
577,Anya CULLING,,GBR,1081,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/anya-culling-15007488
578,Iren JEROBON,,KEN,1080,Marathon,https://www.worldathletics.org/athletes/kenya/iren-jerobon-15095779
579,Anna BAŃKOWSKA,31 MAR 1990,POL,1080,Marathon [Half Marathon],https://www.worldathletics.org/athletes/poland/anna-bankowska-014424743
580,Anjing JIAO,03 SEP 1995,CHN,1080,Marathon,https://www.worldathletics.org/athletes/pr-of-china/anjing-jiao-014752709
581,Marjolaine NICOLAS,1992,FRA,1080,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/marjolaine-nicolas-014816263
582,Marcela Cristina GOMEZ,19 FEB 1984,ARG,1080,Marathon [Half Marathon],https://www.worldathletics.org/athletes/argentina/marcela-cristina-gomez-014435728
583,Olivia PRATT,21 JAN 1994,USA,1080,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/olivia-pratt-014568455
584,Nawal YAHI,09 DEC 1991,ALG,1079,Marathon [Half Marathon],https://www.worldathletics.org/athletes/algeria/nawal-yahi-014428526
585,Diana BOGANTES,10 NOV 1988,CRC,1079,Marathon [Half Marathon],https://www.worldathletics.org/athletes/costa-rica/diana-bogantes-014764923
586,Olga NYZHNYK,02 DEC 1990,UKR,1079,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ukraine/olga-nyzhnyk-14304208
587,Regan ROME,26 MAR 1996,USA,1079,Marathon,https://www.worldathletics.org/athletes/united-states/regan-rome-014522786
587,Suk-jeong LEE,29 SEP 1991,KOR,1079,Marathon,https://www.worldathletics.org/athletes/korea/suk-jeong-lee-014511798
589,Chaltu DIDA,20 SEP 1992,ETH,1078,Marathon,https://www.worldathletics.org/athletes/ethiopia/chaltu-dida-014602394
590,Asuka YAMAMOTO,26 MAY 1997,JPN,1078,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/asuka-yamamoto-014719680
591,Samantha JORY,,CAN,1077,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/samantha-jory-15030850
592,Naomi MITCHELL,24 NOV 1993,GBR,1077,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/naomi-mitchell-014750320
593,Janet Jelagat RONO,08 DEC 1988,KEN,1076,Marathon,https://www.worldathletics.org/athletes/kenya/janet-jelagat-rono-014320225
594,Stephanie TWELL,17 AUG 1989,GBR,1076,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/stephanie-twell-14276601
595,Ni SHEN,29 NOV 1998,CHN,1075,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/ni-shen-014893307
596,Elena LOYO,11 JAN 1983,ESP,1075,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/elena-loyo-014613625
597,Aurora BADO,24 AUG 2002,ITA,1075,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/aurora-bado-014762927
598,Emilia MAZEK,22 JAN 1993,POL,1074,Marathon,https://www.worldathletics.org/athletes/poland/emilia-mazek-014885683
599,English TOMLINSON,14 JUN 1998,USA,1074,Marathon,https://www.worldathletics.org/athletes/united-states/english-tomlinson-14863437
600,Kate MASON,24 NOV 1988,AUS,1074,Marathon,https://www.worldathletics.org/athletes/australia/kate-mason-14667893
601,Loreta KANČYTĖ,20 JUL 1994,LTU,1073,Marathon,https://www.worldathletics.org/athletes/lithuania/loreta-kancyte-14408114
602,Mathilde SÉNÉCHAL,24 JAN 1998,FRA,1073,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/mathilde-senechal-014592077
603,Zeddy JEBET,20 FEB 1995,KEN,1072,Marathon,https://www.worldathletics.org/athletes/kenya/zeddy-jebet-14983521
604,Anna WEST,13 JUL 1998,USA,1072,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/anna-west-014706062
605,Lydia Njeri MATHATHI,11 NOV 1985,KEN,1072,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/lydia-njeri-mathathi-014289358
606,Hildah Jepkogei CHEBOI,26 FEB 1991,KEN,1071,Marathon,https://www.worldathletics.org/athletes/kenya/hildah-jepkogei-cheboi-14675845
607,Leila ARMOUSH,,GBR,1071,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/leila-armoush-014717289
608,Gladys GANIEL,10 MAR 1977,IRL,1071,Marathon,https://www.worldathletics.org/athletes/ireland/gladys-ganiel-014310684
609,Valentine KIPKETER,05 JAN 1993,KEN,1071,Marathon,https://www.worldathletics.org/athletes/kenya/valentine-kipketer-014940429
610,Joana Vanessa CARVALHO,04 NOV 1991,POR,1071,Marathon,https://www.worldathletics.org/athletes/portugal/joana-vanessa-carvalho-14680903
611,Emmah Cheruto NDIWA,15 FEB 1996,KEN,1071,Marathon,https://www.worldathletics.org/athletes/kenya/emmah-cheruto-ndiwa-14985473
611,Misa YIMER,,ETH,1071,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/misa-yimer-15057339
613,Lenah JEROTICH,27 MAR 1988,KEN,1071,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/lenah-jerotich-014735706
614,Jiameng ZHONG,13 JAN 2002,CHN,1071,Marathon,https://www.worldathletics.org/athletes/pr-of-china/jiameng-zhong-15115775
615,Allie SCHAICH,,USA,1071,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/allie-schaich-014507135
616,Linet Toroitich CHEBET,04 NOV 1992,UGA,1070,Marathon,https://www.worldathletics.org/athletes/uganda/linet-toroitich-chebet-14303401
617,Laura MÉNDEZ,06 NOV 1988,ESP,1070,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/laura-mendez-14261003
618,Amanda PHILLIPS,,USA,1070,Marathon,https://www.worldathletics.org/athletes/united-states/amanda-phillips-014328314
619,Veronica EDER,06 FEB 1995,USA,1070,Marathon,https://www.worldathletics.org/athletes/united-states/veronica-eder-014496435
620,Bracha DEUTSCH,29 AUG 1989,ISR,1069,Marathon,https://www.worldathletics.org/athletes/israel/bracha-deutsch-14873980
621,Ruth KARANJA,05 JUL 1990,KEN,1069,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/ruth-karanja-014289071
622,Ashlee POWERS,22 DEC 1993,USA,1069,Marathon,https://www.worldathletics.org/athletes/united-states/ashlee-powers-014485596
623,Jackline JEPTANUI,24 SEP 1991,KEN,1069,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/jackline-jeptanui-14926831
624,Gemma MAINI,30 NOV 1986,AUS,1068,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/gemma-maini-014271728
625,Xia ZHOU,23 DEC 1997,CHN,1068,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xia-zhou-014702484
626,Virginie BARRAND,1990,FRA,1068,Marathon,https://www.worldathletics.org/athletes/france/virginie-barrand-14764570
627,Pan SUFANG,08 NOV 2001,CHN,1067,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/pan-sufang-15058849
628,Gutema BESHADU,29 NOV 1997,ETH,1067,Marathon,https://www.worldathletics.org/athletes/ethiopia/gutema-beshadu-14933166
629,Sara Catarina RIBEIRO,31 MAY 1990,POR,1066,Marathon [Half Marathon],https://www.worldathletics.org/athletes/portugal/sara-catarina-ribeiro-014382299
630,Eva WUTTI,26 FEB 1989,AUT,1066,Marathon [Half Marathon],https://www.worldathletics.org/athletes/austria/eva-wutti-014840431
631,Jiali WANG,12 MAY 2001,CHN,1066,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/jiali-wang-014913563
632,Cristina Maria GIURCANU,23 JUN 1979,ESP,1066,Marathon,https://www.worldathletics.org/athletes/spain/cristina-maria-giurcanu-014580837
633,Faith CHEPKOECH,08 MAR 1993,KEN,1065,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/faith-chepkoech-14584290
634,Dorothy MCMAHAN,06 NOV 1976,USA,1065,Marathon,https://www.worldathletics.org/athletes/united-states/dorothy-mcmahan-014316688
635,Maor TIYOURI,13 AUG 1990,ISR,1065,Marathon [Half Marathon],https://www.worldathletics.org/athletes/israel/maor-tiyouri-14283592
636,Caroline COLE,,USA,1065,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/caroline-cole-014919366
637,Chun-Yu TSAO,05 NOV 1991,TPE,1065,Marathon [Half Marathon],https://www.worldathletics.org/athletes/chinese-taipei/chun-yu-tsao-14455222
638,Tetyana GAMERA,01 JUN 1983,UKR,1065,Marathon,https://www.worldathletics.org/athletes/ukraine/tetyana-gamera-014303581
639,Xunwei ZHENG,21 APR 2001,CHN,1065,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xunwei-zheng-014892642
640,Peyton THOMAS,09 AUG 1995,USA,1064,Marathon,https://www.worldathletics.org/athletes/united-states/peyton-thomas-014626948
641,Anna SUZUKI,23 MAR 2002,JPN,1063,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/anna-suzuki-014904614
642,Argentina VALDEPEÑAS CERNA,07 JUN 1981,MEX,1063,Marathon,https://www.worldathletics.org/athletes/mexico/argentina-valdepenas-cerna-14689816
643,Mackenzie CALDWELL,20 MAY 1996,USA,1063,Marathon,https://www.worldathletics.org/athletes/united-states/mackenzie-caldwell-014702979
644,Kathryn FLUEHR,13 JUN 1993,USA,1063,Marathon,https://www.worldathletics.org/athletes/united-states/kathryn-fluehr-014462719
645,Gulzhanat ZHANATBEK,30 NOV 1991,KAZ,1063,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kazakhstan/gulzhanat-zhanatbek-014427040
646,Anna BRACEGIRDLE,1994,GBR,1063,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/anna-bracegirdle-014890197
