Rank,Competitor,DOB,Nat,Score,EventList,athletes_url
374,Tesfahun AKALNEW,29 APR 1999,ETH,1157,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/tesfahun-akalnew-14804562
375,Dario IVANOVSKI,15 MAY 1997,MKD,1157,Marathon,https://www.worldathletics.org/athletes/north-macedonia/dario-ivanovski-14743213
376,Byambajav TSEVEENRAVDAN,07 JUL 1990,MGL,1157,Marathon,https://www.worldathletics.org/athletes/mongolia/byambajav-tseveenravdan-14382710
377,Josphat KIPROTICH,02 JUL 1993,KEN,1156,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/josphat-kiprotich-014862288
378,Dickson CHUMBA,27 OCT 1986,KEN,1156,Marathon,https://www.worldathletics.org/athletes/kenya/dickson-chumba-014410174
379,Isaac KIPSANG,20 FEB 1999,KEN,1156,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/isaac-kipsang-014732234
380,Tsukasa KOYAMA,21 JAN 1992,JPN,1155,Marathon,https://www.worldathletics.org/athletes/japan/tsukasa-koyama-014493802
381,Suldan HASSAN,01 APR 1998,SWE,1155,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/suldan-hassan-014653713
382,Mo FARAH,23 MAR 1983,GBR,1155,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/mo-farah-14189197
383,Geoffrey KIPROTICH BIRGEN,12 JUL 1984,KEN,1155,Marathon,https://www.worldathletics.org/athletes/kenya/geoffrey-kiprotich-birgen-14208435
384,Lahsene BOUCHIKHI,01 JUN 1993,BEL,1155,Marathon,https://www.worldathletics.org/athletes/belgium/lahsene-bouchikhi-14474774
385,Elisha Kiprop BARNO,1985,KEN,1155,Marathon,https://www.worldathletics.org/athletes/kenya/elisha-kiprop-barno-014649880
386,Minato OISHI,19 MAY 1988,JPN,1155,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/minato-oishi-014205179
387,Abebaw DESALEW,,ETH,1155,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/abebaw-desalew-15079234
388,Maxim RĂILEANU,04 OCT 1994,MDA,1155,Marathon,https://www.worldathletics.org/athletes/moldova/maxim-raileanu-14598442
389,Abdu ASSEN,,ETH,1155,Marathon,https://www.worldathletics.org/athletes/ethiopia/abdu-assen-15070205
390,Kennedy KIPYEKO,15 DEC 1991,KEN,1155,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/kennedy-kipyeko-014514116
391,Afewerki BERHANE,06 MAY 1996,ERI,1154,Marathon,https://www.worldathletics.org/athletes/eritrea/afewerki-berhane-014607903
392,Philip KOECH,06 FEB 1987,KEN,1154,Marathon,https://www.worldathletics.org/athletes/kenya/philip-koech-14208640
393,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1154,Marathon,https://www.worldathletics.org/athletes/kenya/edwin-cheruiyot-soi-014209817
394,Evans SAMBU,21 AUG 1993,KEN,1153,Marathon,https://www.worldathletics.org/athletes/kenya/evans-sambu-014615180
395,Simon BOCH,18 APR 1994,GER,1153,Marathon [Half Marathon],https://www.worldathletics.org/athletes/germany/simon-boch-014429729
396,Monatcer ZAGHOU,14 MAY 1989,MAR,1153,Marathon,https://www.worldathletics.org/athletes/morocco/monatcer-zaghou-14472742
397,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,1153,Marathon,https://www.worldathletics.org/athletes/kenya/titus-kipjumba-mbishei-014209071
398,Isaac CHELUKO,10 DEC 1998,KEN,1153,Marathon,https://www.worldathletics.org/athletes/kenya/isaac-cheluko-14800602
399,Nathan MARTIN,18 DEC 1989,USA,1153,Marathon,https://www.worldathletics.org/athletes/united-states/nathan-martin-014402548
400,Paulo Roberto PAULA,08 JUL 1979,BRA,1153,Marathon,https://www.worldathletics.org/athletes/brazil/paulo-roberto-paula-14175971
401,Yassine EL ALLAMI,01 JAN 1998,MAR,1152,Marathon [Half Marathon],https://www.worldathletics.org/athletes/morocco/yassine-el-allami-14976944
402,Javier GUERRA,10 NOV 1983,ESP,1152,Marathon,https://www.worldathletics.org/athletes/spain/javier-guerra-014166242
403,John Nzau MWANGANGI,11 JAN 1990,KEN,1151,Marathon,https://www.worldathletics.org/athletes/kenya/john-nzau-mwangangi-014333744
404,Brian SHRADER,22 JUL 1991,USA,1151,Marathon,https://www.worldathletics.org/athletes/united-states/brian-shrader-014459356
405,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,1151,Marathon,https://www.worldathletics.org/athletes/kenya/samuel-kiplimo-kosgei-014208772
406,Segundo JAMI,12 MAY 1986,ECU,1151,Marathon,https://www.worldathletics.org/athletes/ecuador/segundo-jami-14501760
407,Gilbert KIBET,1994,KEN,1151,Marathon,https://www.worldathletics.org/athletes/kenya/gilbert-kibet-14920360
408,Bernard KIMANI,30 SEP 1993,KEN,1151,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/bernard-kimani-14584960
409,David KIPRONO,1990,KEN,1151,Marathon,https://www.worldathletics.org/athletes/kenya/david-kiprono-014498796
410,Daisuke HOSOMORI,05 MAY 1994,JPN,1151,Marathon,https://www.worldathletics.org/athletes/japan/daisuke-hosomori-014641767
411,Shunjin YIN,26 JAN 1985,CHN,1151,Marathon,https://www.worldathletics.org/athletes/pr-of-china/shunjin-yin-014957515
412,Junnosuke MATSUO,15 JUN 1997,JPN,1151,Marathon,https://www.worldathletics.org/athletes/japan/junnosuke-matsuo-014694070
413,Samuel CHELANGA,23 FEB 1985,USA,1150,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/samuel-chelanga-014207499
414,Paul LONYANGATA,12 DEC 1992,KEN,1150,Marathon,https://www.worldathletics.org/athletes/kenya/paul-lonyangata-014425821
415,Jorge BLANCO,15 JUL 1993,ESP,1150,Marathon,https://www.worldathletics.org/athletes/spain/jorge-blanco-014508279
416,Takuma SHIBATA,19 OCT 1994,JPN,1150,Marathon,https://www.worldathletics.org/athletes/japan/takuma-shibata-014669084
417,Keijiro MOGI,21 OCT 1995,JPN,1150,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/keijiro-mogi-014572680
418,Tomoki YOSHIOKA,11 SEP 1999,JPN,1149,Marathon,https://www.worldathletics.org/athletes/japan/tomoki-yoshioka-014886077
419,Therence BIZOZA,01 JAN 2004,BDI,1149,Marathon [Half Marathon],https://www.worldathletics.org/athletes/burundi/therence-bizoza-15049604
420,Hammington KIMAIYO,02 FEB 1995,KEN,1149,Marathon,https://www.worldathletics.org/athletes/kenya/hammington-kimaiyo-14860908
421,Yuki MATSUMURA,14 JAN 1993,JPN,1149,Marathon,https://www.worldathletics.org/athletes/japan/yuki-matsumura-014493783
422,Asrar HIYRDEN,25 NOV 1999,ETH,1148,Marathon,https://www.worldathletics.org/athletes/ethiopia/asrar-hiyrden-14943206
423,Madoka TANIHARA,04 JUL 1993,JPN,1148,Marathon,https://www.worldathletics.org/athletes/japan/madoka-tanihara-014459474
424,Teressa NYAKORA,16 FEB 1995,ETH,1148,Marathon,https://www.worldathletics.org/athletes/ethiopia/teressa-nyakora-014706479
425,Nguse AMLOSOM,10 NOV 1986,ERI,1148,Marathon,https://www.worldathletics.org/athletes/eritrea/nguse-amlosom-014474162
426,Silas SUGUT,,KEN,1147,Marathon,https://www.worldathletics.org/athletes/kenya/silas-sugut-14919628
427,Hamid BEN DAOUD,19 FEB 1996,ESP,1147,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/hamid-ben-daoud-14514497
428,Benjamin CHOQUERT,17 APR 1986,FRA,1146,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/benjamin-choquert-014183873
429,Yago ROJO,23 MAR 1995,ESP,1146,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/yago-rojo-014577127
430,Luis Fernando OSTOS CRUZ,09 AUG 1992,PER,1146,Marathon,https://www.worldathletics.org/athletes/peru/luis-fernando-ostos-cruz-14591282
431,Deribe ROBI,26 SEP 1990,ETH,1145,Marathon,https://www.worldathletics.org/athletes/ethiopia/deribe-robi-014449123
432,Gideon CHEPKONGA,05 JAN 1993,KEN,1145,Marathon,https://www.worldathletics.org/athletes/kenya/gideon-chepkonga-14796103
433,Bo LI,12 SEP 1993,CHN,1145,Marathon,https://www.worldathletics.org/athletes/pr-of-china/bo-li-014977623
434,Josh IZEWSKI,29 APR 1990,USA,1145,Marathon,https://www.worldathletics.org/athletes/united-states/josh-izewski-014405037
435,Joel REICHOW,24 JUL 1993,USA,1145,Marathon,https://www.worldathletics.org/athletes/united-states/joel-reichow-014569854
435,Dadi Yami GEMEDA,02 APR 1988,ETH,1145,Marathon,https://www.worldathletics.org/athletes/ethiopia/dadi-yami-gemeda-14489601
437,Nico MONTANEZ,07 SEP 1993,USA,1144,Marathon,https://www.worldathletics.org/athletes/united-states/nico-montanez-14571119
437,Kibrom DESTA HABTU,,ETH,1144,Marathon,https://www.worldathletics.org/athletes/ethiopia/kibrom-desta-habtu-014738067
439,Masaki TSUDA,22 JAN 2000,JPN,1144,Marathon,https://www.worldathletics.org/athletes/japan/masaki-tsuda-014780848
440,Kohei FUTAOKA,05 FEB 1994,JPN,1143,Marathon,https://www.worldathletics.org/athletes/japan/kohei-futaoka-014610341
441,Shuho DAIROKUNO,23 DEC 1992,JPN,1143,Marathon,https://www.worldathletics.org/athletes/japan/shuho-dairokuno-014498811
442,Emmanuel SIKUKU,12 MAY 1993,KEN,1143,Marathon,https://www.worldathletics.org/athletes/kenya/emmanuel-sikuku-014604740
443,David Barmasai TUMO,1987,KEN,1143,Marathon,https://www.worldathletics.org/athletes/kenya/david-barmasai-tumo-014443413
444,Haruto ONO,14 APR 2000,JPN,1143,Marathon,https://www.worldathletics.org/athletes/japan/haruto-ono-014855007
445,Daniel MATEO,31 AUG 1989,ESP,1143,Marathon,https://www.worldathletics.org/athletes/spain/daniel-mateo-014165757
446,Musa MITEI,06 JAN 1997,KEN,1143,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/musa-mitei-15015896
447,Alejandro JIMENEZ,22 AUG 1984,ESP,1143,Marathon,https://www.worldathletics.org/athletes/spain/alejandro-jimenez-014863105
448,Shoma HOSOYA,13 FEB 2000,JPN,1142,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/shoma-hosoya-014854376
449,Patrick MATHENGE,02 NOV 1997,KEN,1142,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/patrick-mathenge-014696591
450,Emmanuel ROUDOLFF,30 JUL 1995,FRA,1142,Marathon,https://www.worldathletics.org/athletes/france/emmanuel-roudolff-014473176
451,Jacob THOMSON,29 NOV 1994,USA,1142,Marathon,https://www.worldathletics.org/athletes/united-states/jacob-thomson-014530988
452,Hassan TORISS,10 NOV 1992,MAR,1142,Marathon,https://www.worldathletics.org/athletes/morocco/hassan-toriss-014585356
453,Ben PREISNER,22 MAR 1996,CAN,1141,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/ben-preisner-14551247
454,Jonathan MELLOR,27 DEC 1986,GBR,1141,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/jonathan-mellor-14190129
455,Dickson KIPTOO,1991,KEN,1141,Marathon,https://www.worldathletics.org/athletes/kenya/dickson-kiptoo-014645752
456,Wenhao XU,06 NOV 2001,CHN,1141,Marathon,https://www.worldathletics.org/athletes/pr-of-china/wenhao-xu-014857909
457,Benson TUNYO,,KEN,1141,Marathon,https://www.worldathletics.org/athletes/kenya/benson-tunyo-15049426
458,Mohamed CHAABOUD,30 JUL 1989,MAR,1140,Marathon,https://www.worldathletics.org/athletes/morocco/mohamed-chaaboud-014766467
459,Yuki MUTA,26 MAY 1993,JPN,1140,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yuki-muta-014557260
460,Edwin KIPRUTO,1995,KEN,1140,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/edwin-kipruto-14920061
461,Hiroto FUJIMAGARI,26 MAY 1997,JPN,1140,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hiroto-fujimagari-014814034
462,Joshua CHEPTEGEI,12 SEP 1996,UGA,1139,Marathon [Half Marathon],https://www.worldathletics.org/athletes/uganda/joshua-cheptegei-14645612
463,Parker STINSON,03 MAR 1992,USA,1139,Marathon,https://www.worldathletics.org/athletes/united-states/parker-stinson-014377764
464,Takashi SOMA,17 APR 1998,JPN,1139,Marathon,https://www.worldathletics.org/athletes/japan/takashi-soma-014813981
465,Yongzheng HUANG,17 NOV 2000,CHN,1139,Marathon,https://www.worldathletics.org/athletes/pr-of-china/yongzheng-huang-014902360
466,Ryu TAKAKU,18 FEB 1993,JPN,1139,Marathon,https://www.worldathletics.org/athletes/japan/ryu-takaku-014520336
467,Lani RUTTO,29 MAR 1989,KEN,1138,Marathon,https://www.worldathletics.org/athletes/kenya/lani-rutto-014474697
468,Eric TIROP,19 MAY 1987,KEN,1138,Marathon,https://www.worldathletics.org/athletes/kenya/eric-tirop-14530690
469,Kiyoshi KOGA,30 APR 1996,JPN,1138,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kiyoshi-koga-014732937
470,Ryo OSAKI,19 MAY 1995,JPN,1137,Marathon,https://www.worldathletics.org/athletes/japan/ryo-osaki-014868639
471,Kento OTSU,07 DEC 1991,JPN,1137,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kento-otsu-014446238
472,Andrew COLLEY,01 APR 1991,USA,1137,Marathon,https://www.worldathletics.org/athletes/united-states/andrew-colley-014407776
473,Workneh FIKIRE,30 NOV 1987,ETH,1136,Marathon,https://www.worldathletics.org/athletes/ethiopia/workneh-fikire-14374376
474,Rintaro TAKEDA,05 APR 1994,JPN,1136,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/rintaro-takeda-014596879
475,Valentin GONDOUIN,04 MAR 1999,FRA,1136,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/valentin-gondouin-14900468
476,Chakib LACHGAR,21 MAR 1989,ESP,1136,Marathon,https://www.worldathletics.org/athletes/spain/chakib-lachgar-14514382
477,Kiprotich KIRUI,22 DEC 1984,KEN,1135,Marathon,https://www.worldathletics.org/athletes/kenya/kiprotich-kirui-014368793
478,Julius TUWEI,26 SEP 1993,KEN,1135,Marathon,https://www.worldathletics.org/athletes/kenya/julius-tuwei-014615173
479,Johnatas DE OLIVEIRA,18 SEP 1990,BRA,1135,Marathon,https://www.worldathletics.org/athletes/brazil/johnatas-de-oliveira-14798483
479,Tsegay TUEMAY,20 DEC 1995,ERI,1135,Marathon,https://www.worldathletics.org/athletes/eritrea/tsegay-tuemay-014464228
481,Tianyu CHEN,11 MAY 1997,CHN,1134,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/tianyu-chen-014694073
482,Wisley KIMELI,2000,KEN,1134,Marathon,https://www.worldathletics.org/athletes/kenya/wisley-kimeli-15070219
483,Ren UMEZAKI,14 AUG 2002,JPN,1134,Marathon [30km Road],https://www.worldathletics.org/athletes/japan/ren-umezaki-014915460
484,Wangjiang CEN,12 OCT 1990,CHN,1134,Marathon,https://www.worldathletics.org/athletes/pr-of-china/wangjiang-cen-014861622
485,Ernest NGENO,20 MAY 1995,KEN,1134,Marathon,https://www.worldathletics.org/athletes/kenya/ernest-ngeno-14479173
486,Hiskel TEWELDE,15 SEP 1986,ERI,1133,Marathon,https://www.worldathletics.org/athletes/eritrea/hiskel-tewelde-14625895
487,Kenji YAMAMOTO,17 NOV 1989,JPN,1133,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kenji-yamamoto-014433298
488,Jacob Sommer SIMONSEN,01 JAN 1995,DEN,1133,Marathon,https://www.worldathletics.org/athletes/denmark/jacob-sommer-simonsen-14479909
489,Kevin SALVANO,,USA,1133,Marathon,https://www.worldathletics.org/athletes/united-states/kevin-salvano-014825390
490,Edwin KIMAIYO,1986,KEN,1132,Marathon,https://www.worldathletics.org/athletes/kenya/edwin-kimaiyo-014367048
491,Hongwei WANG,19 DEC 1998,CHN,1132,Marathon,https://www.worldathletics.org/athletes/pr-of-china/hongwei-wang-014918098
492,Kenta UCHIDA,19 JAN 1996,JPN,1132,Marathon,https://www.worldathletics.org/athletes/japan/kenta-uchida-014672291
493,Shun SADAKATA,30 JUN 1997,JPN,1132,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/shun-sadakata-14768196
494,Victor KIPLIMO,1990,KEN,1132,Marathon,https://www.worldathletics.org/athletes/kenya/victor-kiplimo-014672198
495,Kazuma KUBO,09 DEC 1996,JPN,1131,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kazuma-kubo-14768208
496,Amaury PAQUET,23 MAY 1991,BEL,1130,Marathon [Half Marathon],https://www.worldathletics.org/athletes/belgium/amaury-paquet-14662020
497,Edward GODDARD,24 OCT 1997,AUS,1130,Marathon,https://www.worldathletics.org/athletes/australia/edward-goddard-014668464
498,Godadaw BELACHEW,22 JAN 1997,ISR,1130,Marathon,https://www.worldathletics.org/athletes/israel/godadaw-belachew-014760067
499,Robert NGENO,,KEN,1130,Marathon,https://www.worldathletics.org/athletes/kenya/robert-ngeno-15097238
500,Joel MWAURA,20 JAN 1999,KEN,1130,Marathon,https://www.worldathletics.org/athletes/kenya/joel-mwaura-014767007
501,Bekele MULUNEH,10 MAR 2000,ETH,1130,Marathon,https://www.worldathletics.org/athletes/ethiopia/bekele-muluneh-14860098
502,Ryota EJIMA,02 SEP 1996,JPN,1130,Marathon,https://www.worldathletics.org/athletes/japan/ryota-ejima-14728593
503,Silah LIMO,01 FEB 1992,KEN,1130,Marathon,https://www.worldathletics.org/athletes/kenya/silah-limo-014587638
504,Shokhrukh DAVLYATOV,07 MAR 1996,UZB,1129,Marathon [Half Marathon],https://www.worldathletics.org/athletes/uzbekistan/shokhrukh-davlyatov-014694179
505,Brimin Kimeli KIPRUTO,05 JUN 2000,KEN,1129,Marathon,https://www.worldathletics.org/athletes/kenya/brimin-kimeli-kipruto-014894338
506,Tomohiro FUJIMURA,06 DEC 1997,JPN,1129,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/tomohiro-fujimura-014862239
507,Mathew KEMBOI,06 MAR 1993,KEN,1129,Marathon,https://www.worldathletics.org/athletes/kenya/mathew-kemboi-14512087
508,Felicien MUHITIRA,04 NOV 1994,RWA,1129,Marathon,https://www.worldathletics.org/athletes/rwanda/felicien-muhitira-14587641
509,Shumi DECHASA,28 MAY 1989,BRN,1129,Marathon,https://www.worldathletics.org/athletes/bahrain/shumi-dechasa-14378482
510,Adamu GETAHUM,,ETH,1128,Marathon,https://www.worldathletics.org/athletes/ethiopia/adamu-getahum-14861856
511,Silas MUTURI,1984,KEN,1128,Marathon,https://www.worldathletics.org/athletes/kenya/silas-muturi-014446313
512,Martin CHERUIYOT,,KEN,1128,Marathon,https://www.worldathletics.org/athletes/kenya/martin-cheruiyot-014834295
513,Ezra Kipketer TANUI,20 AUG 1997,KEN,1128,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/ezra-kipketer-tanui-014863334
514,Masaki SAKUDA,06 MAY 1996,JPN,1127,Marathon,https://www.worldathletics.org/athletes/japan/masaki-sakuda-014699343
515,Tristan WOODFINE,18 JUN 1993,CAN,1127,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/tristan-woodfine-14588004
516,Simon SIBEKO,15 JAN 1995,RSA,1127,Marathon,https://www.worldathletics.org/athletes/south-africa/simon-sibeko-14754366
517,Evans KIPRONO,,KEN,1127,Marathon,https://www.worldathletics.org/athletes/kenya/evans-kiprono-14631055
518,Demeke KASAW,14 MAR 1998,ETH,1127,Marathon,https://www.worldathletics.org/athletes/ethiopia/demeke-kasaw-14787000
519,Kyoya TSUJINO,30 OCT 1995,JPN,1126,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kyoya-tsujino-014728599
520,Tolosa GELETO,10 APR 2001,ETH,1126,Marathon,https://www.worldathletics.org/athletes/ethiopia/tolosa-geleto-15028761
521,Geoffrey BIRGEN,,KEN,1126,Marathon,https://www.worldathletics.org/athletes/kenya/geoffrey-birgen-014562028
522,James NGANDU,02 APR 1990,KEN,1126,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/james-ngandu-014713706
523,Silas CHEPROT,06 NOV 1992,KEN,1126,Marathon,https://www.worldathletics.org/athletes/kenya/silas-cheprot-14593555
524,Keisuke YOKOTA,18 JUL 1996,JPN,1126,Marathon,https://www.worldathletics.org/athletes/japan/keisuke-yokota-014572681
525,Yuki TAKEI,01 DEC 1999,JPN,1125,Marathon,https://www.worldathletics.org/athletes/japan/yuki-takei-014899657
526,Yota IFUKU,23 DEC 2002,JPN,1125,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yota-ifuku-014954510
527,Abel Boniface SIKOWO,27 FEB 1999,UGA,1125,Marathon [Half Marathon],https://www.worldathletics.org/athletes/uganda/abel-boniface-sikowo-14707670
528,Thomas BROATCH,1998,CAN,1125,Marathon,https://www.worldathletics.org/athletes/canada/thomas-broatch-14818139
529,Birhanu TESHOME,1996,ETH,1125,Marathon,https://www.worldathletics.org/athletes/ethiopia/birhanu-teshome-014788965
530,Girmay Birhanu GEBRU,27 JAN 1987,ETH,1125,Marathon,https://www.worldathletics.org/athletes/ethiopia/girmay-birhanu-gebru-014329629
531,Cornelius KIBIWOTT,,KEN,1125,Marathon,https://www.worldathletics.org/athletes/kenya/cornelius-kibiwott-014818913
532,Ken NAKAYAMA,24 FEB 1997,JPN,1124,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ken-nakayama-014740650
533,John LANGAT,02 OCT 1993,KEN,1124,Marathon,https://www.worldathletics.org/athletes/kenya/john-langat-014606610
534,Samwel KIPTOO,1992,KEN,1124,Marathon,https://www.worldathletics.org/athletes/kenya/samwel-kiptoo-014919692
535,Andrew Ben KIMTAI,12 AUG 1989,KEN,1124,Marathon,https://www.worldathletics.org/athletes/kenya/andrew-ben-kimtai-014651357
536,Akira TOMIYASU,07 MAR 1996,JPN,1124,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/akira-tomiyasu-14606483
537,Linus ROSDAL,11 MAR 1992,SWE,1124,Marathon,https://www.worldathletics.org/athletes/sweden/linus-rosdal-014564457
538,Necho TAYACHEW,20 NOV 1996,ISR,1124,Marathon,https://www.worldathletics.org/athletes/israel/necho-tayachew-014699092
539,Ryan CREECH,19 DEC 1991,IRL,1124,Marathon,https://www.worldathletics.org/athletes/ireland/ryan-creech-014509853
540,Isaac KIMUTAI,25 JUN 1985,KEN,1123,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/isaac-kimutai-14476520
541,Kazuki MURAMOTO,10 NOV 1992,JPN,1123,Marathon,https://www.worldathletics.org/athletes/japan/kazuki-muramoto-014632529
542,Vincent Kipsang RONO,10 NOV 1990,KEN,1123,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/vincent-kipsang-rono-14209638
543,Melese KIFLE,2000,ETH,1123,Marathon,https://www.worldathletics.org/athletes/ethiopia/melese-kifle-014916169
544,Tafere ADISU,14 SEP 1999,ETH,1123,Marathon,https://www.worldathletics.org/athletes/ethiopia/tafere-adisu-014748107
545,Rui PINTO,18 NOV 1992,POR,1123,Marathon,https://www.worldathletics.org/athletes/portugal/rui-pinto-014364464
546,Reed FISCHER,09 JUL 1995,USA,1123,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/reed-fischer-014237773
547,Eikichi KAZAOKA,06 NOV 1995,JPN,1123,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/eikichi-kazaoka-014631409
548,Gezahagn ZELALEM,1993,ETH,1122,Marathon,https://www.worldathletics.org/athletes/ethiopia/gezahagn-zelalem-014663870
549,Japheth KOSGEI,01 JAN 1988,KEN,1122,Marathon,https://www.worldathletics.org/athletes/kenya/japheth-kosgei-014372565
550,Hélio GOMES,27 DEC 1984,POR,1122,Marathon [Half Marathon],https://www.worldathletics.org/athletes/portugal/helio-gomes-014218262
551,Kifele KEFYALEW,,ETH,1121,Marathon,https://www.worldathletics.org/athletes/ethiopia/kifele-kefyalew-15055608
552,Kiprop TONUI,1986,KEN,1121,Marathon,https://www.worldathletics.org/athletes/kenya/kiprop-tonui-014784077
553,Hillary KIPSAMBU,04 FEB 1985,KEN,1120,Marathon,https://www.worldathletics.org/athletes/kenya/hillary-kipsambu-014729310
554,Barnabas KIPTUM,08 DEC 1986,KEN,1120,Marathon,https://www.worldathletics.org/athletes/kenya/barnabas-kiptum-14645712
555,Adrian LEHMANN,06 DEC 1989,SUI,1120,Marathon,https://www.worldathletics.org/athletes/switzerland/adrian-lehmann-14380581
556,Tyler PENNEL,21 DEC 1987,USA,1120,Marathon,https://www.worldathletics.org/athletes/united-states/tyler-pennel-014325864
557,Dominick Kipkirui BETT,23 JUL 1996,KEN,1120,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/dominick-kipkirui-bett-15051826
558,Nagu HABTAMU,28 JUN 1999,ETH,1120,Marathon,https://www.worldathletics.org/athletes/ethiopia/nagu-habtamu-14920773
559,Tim VINCENT,06 SEP 1998,AUS,1120,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/tim-vincent-014810435
560,Frank LARA,25 SEP 1995,USA,1120,Marathon,https://www.worldathletics.org/athletes/united-states/frank-lara-014681933
560,Jackson KEMBOI,05 AUG 1993,KEN,1120,Marathon,https://www.worldathletics.org/athletes/kenya/jackson-kemboi-14728088
562,Elvis TABARACH,1997,KEN,1120,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/elvis-tabarach-014813583
563,Jun NOBUTO,24 DEC 1991,JPN,1119,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/jun-nobuto-014538343
564,Simion KAMETO,,KEN,1119,Marathon,https://www.worldathletics.org/athletes/kenya/simion-kameto-15048574
565,Patricio CASTILLO,17 FEB 1992,MEX,1119,Marathon [Half Marathon],https://www.worldathletics.org/athletes/mexico/patricio-castillo-14745094
566,Ashagre TESEMA,1993,ETH,1119,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/ashagre-tesema-014651353
567,Masatoshi SAKATA,17 AUG 1994,JPN,1119,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/masatoshi-sakata-014615016
568,Tiidrek NURME,18 NOV 1985,EST,1119,Marathon,https://www.worldathletics.org/athletes/estonia/tiidrek-nurme-14181111
569,Masaru AOKI,16 MAY 1990,JPN,1119,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/masaru-aoki-014516694
570,Tom ANDERSON,12 JAN 1990,GBR,1119,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/tom-anderson-14374080
571,Kelkile GEZAHEGN,01 OCT 1996,ETH,1118,Marathon,https://www.worldathletics.org/athletes/ethiopia/kelkile-gezahegn-014746354
572,Tesfamichael HAFTOM,29 MAY 1989,ETH,1118,Marathon,https://www.worldathletics.org/athletes/ethiopia/tesfamichael-haftom-14864177
573,Francis CHERUIYOT,,KEN,1118,Marathon,https://www.worldathletics.org/athletes/kenya/francis-cheruiyot-014985463
574,Kenta MURAYAMA,23 FEB 1993,JPN,1118,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kenta-murayama-014388862
575,Hiromasa KUMAHASHI,23 JUL 1994,JPN,1118,Marathon,https://www.worldathletics.org/athletes/japan/hiromasa-kumahashi-014632528
576,Ayoub DARDAR,20 JAN 1993,MAR,1118,Marathon,https://www.worldathletics.org/athletes/morocco/ayoub-dardar-14918676
577,Ryo MATSUMOTO,19 OCT 1990,JPN,1118,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ryo-matsumoto-014373808
